Wall time,Step,Value
1540817367.076283,0,4456.6162109375
1540817367.786162,11,1093.9051513671875
1540817367.937236,22,106.43618774414062
1540817368.083858,33,26.017045974731445
1540817368.228631,44,10.541314125061035
1540817368.371521,55,5.9069390296936035
1540817368.516234,66,3.9450812339782715
1540817368.662057,77,4.088412761688232
1540817368.808135,88,3.299999237060547
1540817368.951737,99,2.851484775543213
1540817369.098692,110,3.8849925994873047
1540817369.248658,121,3.3544209003448486
1540817369.394288,132,3.1655776500701904
1540817369.539678,143,2.803103446960449
1540817369.683752,154,2.8837287425994873
1540817369.82719,165,2.6364221572875977
1540817369.972847,176,2.730604887008667
1540817370.118001,187,2.5708775520324707
1540817370.261185,198,2.6371254920959473
1540817370.40605,209,2.6791465282440186
1540817370.549689,220,2.3425192832946777
1540817370.698821,231,2.2868056297302246
1540817370.844747,242,2.4401772022247314
1540817370.989083,253,2.525569438934326
1540817371.134346,264,2.560389995574951
1540817371.278412,275,2.362409830093384
1540817371.445208,286,2.4695794582366943
1540817371.589547,297,2.472405195236206
1540817371.733316,308,2.2879152297973633
1540817371.878933,319,2.4645984172821045
1540817372.022918,330,2.3682684898376465
1540817372.172055,341,2.313631057739258
1540817372.31578,352,2.399592638015747
1540817372.459559,363,2.558154582977295
1540817372.603524,374,2.3008651733398438
1540817372.746385,385,2.263563632965088
1540817372.890726,396,2.2521629333496094
1540817373.035425,407,2.2996597290039062
1540817373.181741,418,2.2674977779388428
1540817373.325705,429,2.2901453971862793
1540817373.469644,440,2.304884672164917
1540817373.617823,451,2.287571907043457
1540817373.76132,462,2.2453198432922363
1540817373.905734,473,2.2681214809417725
1540817374.049881,484,2.231478452682495
1540817374.194302,495,2.1868205070495605
1540817374.337365,506,2.2233448028564453
1540817374.48749,517,2.213231086730957
1540817374.634182,528,2.1955983638763428
1540817374.778564,539,2.2157180309295654
1540817374.923494,550,2.1950461864471436
1540817375.070715,561,2.2620387077331543
1540817375.216012,572,2.150114059448242
1540817375.360302,583,2.3620188236236572
1540817375.504436,594,2.2160837650299072
1540817375.65051,605,2.181915283203125
1540817375.796043,616,2.1971983909606934
1540817375.984561,627,2.2332160472869873
1540817376.469303,638,2.2658743858337402
1540817376.801047,649,2.2820656299591064
1540817376.944427,660,2.2970259189605713
1540817377.092784,671,2.3175594806671143
1540817377.237316,682,2.16983699798584
1540817377.38267,693,2.223118543624878
1540817377.527581,704,2.1886348724365234
1540817377.67087,715,2.2001798152923584
1540817377.816022,726,2.203991413116455
1540817377.961858,737,2.1778273582458496
1540817378.107639,748,2.2330946922302246
1540817378.251944,759,2.225630044937134
1540817378.395517,770,2.2072598934173584
1540817378.543477,781,2.305050849914551
1540817378.689023,792,2.173509120941162
1540817378.833301,803,2.235410690307617
1540817378.977355,814,2.263056993484497
1540817379.120362,825,2.25482177734375
1540817379.264549,836,2.2222228050231934
1540817379.40886,847,2.1782143115997314
1540817379.552249,858,2.2049574851989746
1540817379.698458,869,2.204195022583008
1540817379.843025,880,2.17452073097229
1540817379.995639,891,2.212075710296631
1540817380.139607,902,2.1356263160705566
1540817380.284344,913,2.1648635864257812
1540817380.428809,924,2.185112237930298
1540817380.572409,935,2.171154737472534
1540817380.719018,946,2.210022211074829
1540817380.864799,957,2.182687759399414
1540817381.009763,968,2.232523202896118
1540817381.154866,979,2.138244152069092
1540817381.298626,990,2.1870713233947754
1540817381.560952,1001,2.1339786052703857
1540817381.708781,1012,2.1649951934814453
1540817381.856342,1023,2.1998772621154785
1540817382.002818,1034,2.1576497554779053
1540817382.14992,1045,2.168247699737549
1540817382.296758,1056,2.1107072830200195
1540817382.443984,1067,2.1780712604522705
1540817382.590489,1078,2.193101644515991
1540817382.737419,1089,2.217862367630005
1540817382.883495,1100,2.1642048358917236
1540817383.034901,1111,2.146963596343994
1540817383.182302,1122,2.0999181270599365
1540817383.331019,1133,2.131866216659546
1540817383.477551,1144,2.1564793586730957
1540817383.627368,1155,2.166163921356201
1540817383.775585,1166,2.223109722137451
1540817383.923075,1177,2.177426338195801
1540817384.069602,1188,2.2505273818969727
1540817384.217912,1199,2.165006399154663
1540817384.364118,1210,2.1677839756011963
1540817384.516504,1221,2.198477268218994
1540817384.663725,1232,2.118497371673584
1540817384.809833,1243,2.147690773010254
1540817384.956203,1254,2.2269036769866943
1540817385.102581,1265,2.2106058597564697
1540817385.250304,1276,2.136953115463257
1540817385.397169,1287,2.135040044784546
1540817385.543592,1298,2.156620502471924
1540817385.689507,1309,2.1360511779785156
1540817385.836275,1320,2.1727216243743896
1540817386.203543,1331,2.1845688819885254
1540817386.5225,1342,2.1918392181396484
1540817386.849132,1353,2.0485541820526123
1540817386.996832,1364,2.205639362335205
1540817387.144539,1375,2.121894359588623
1540817387.291335,1386,2.1534690856933594
1540817387.438657,1397,2.1063733100891113
1540817387.586539,1408,2.175542116165161
1540817387.734319,1419,2.1521918773651123
1540817387.88096,1430,2.1612396240234375
1540817388.032868,1441,2.163142681121826
1540817388.180018,1452,2.0988852977752686
1540817388.327396,1463,2.157465696334839
1540817388.473292,1474,2.152146816253662
1540817388.620199,1485,2.1066603660583496
1540817388.76727,1496,2.151611566543579
1540817388.913844,1507,2.1541271209716797
1540817389.060973,1518,2.165234088897705
1540817389.207932,1529,2.2189502716064453
1540817389.354231,1540,2.074711561203003
1540817389.506562,1551,2.20503568649292
1540817389.654153,1562,2.221418619155884
1540817389.800216,1573,2.052788257598877
1540817389.947593,1584,2.148135185241699
1540817390.094377,1595,2.1275506019592285
1540817390.240637,1606,2.097860336303711
1540817390.387061,1617,2.1372199058532715
1540817390.533982,1628,2.0857620239257812
1540817390.680688,1639,2.10198712348938
1540817390.828518,1650,2.1617064476013184
1540817390.980767,1661,2.104734182357788
1540817391.127502,1672,2.146561622619629
1540817391.275617,1683,2.136690855026245
1540817391.421922,1694,2.1901283264160156
1540817391.568234,1705,2.1389150619506836
1540817391.718434,1716,2.1093251705169678
1540817391.868087,1727,2.126655101776123
1540817392.01516,1738,2.1315417289733887
1540817392.161201,1749,2.177116632461548
1540817392.30834,1760,2.136268138885498
1540817392.461497,1771,2.155890703201294
1540817392.608388,1782,2.1075518131256104
1540817392.754963,1793,2.099090337753296
1540817392.90321,1804,2.15075421333313
1540817393.053457,1815,2.140341281890869
1540817393.200663,1826,2.114224433898926
1540817393.347529,1837,2.0462779998779297
1540817393.49582,1848,2.150940418243408
1540817393.642838,1859,2.168612480163574
1540817393.789475,1870,2.2082087993621826
1540817393.940849,1881,2.1265604496002197
1540817394.087395,1892,2.1671743392944336
1540817394.233774,1903,2.080136775970459
1540817394.380161,1914,2.1054539680480957
1540817394.527519,1925,2.0953176021575928
1540817394.673403,1936,2.0786259174346924
1540817394.820446,1947,2.1438403129577637
1540817394.966876,1958,2.196322441101074
1540817395.113668,1969,2.173668146133423
1540817395.262071,1980,2.0892703533172607
1540817395.414843,1991,2.155449390411377
1540817396.15862,2002,2.0674641132354736
1540817396.490131,2013,2.153913974761963
1540817396.810422,2024,2.0811238288879395
1540817396.955519,2035,2.1822309494018555
1540817397.101619,2046,2.118767738342285
1540817397.247205,2057,2.0919086933135986
1540817397.394681,2068,2.1173644065856934
1540817397.542422,2079,2.122276544570923
1540817397.688956,2090,2.012641191482544
1540817397.840574,2101,2.1214935779571533
1540817397.987228,2112,2.234370708465576
1540817398.132643,2123,2.1108880043029785
1540817398.278831,2134,2.0937559604644775
1540817398.425379,2145,2.1233150959014893
1540817398.572278,2156,2.0630359649658203
1540817398.71884,2167,2.1685054302215576
1540817398.863624,2178,2.123805284500122
1540817399.008811,2189,2.116436004638672
1540817399.155584,2200,2.0849266052246094
1540817399.305168,2211,2.0684256553649902
1540817399.451761,2222,2.168358564376831
1540817399.598562,2233,2.1083152294158936
1540817399.743848,2244,2.1529457569122314
1540817399.890982,2255,2.123549461364746
1540817400.039068,2266,2.082615375518799
1540817400.185887,2277,2.132091522216797
1540817400.333876,2288,2.1197774410247803
1540817400.479976,2299,2.077418804168701
1540817400.626957,2310,2.1497890949249268
1540817400.779098,2321,2.0817677974700928
1540817400.925908,2332,2.1872808933258057
1540817401.073272,2343,2.1986782550811768
1540817401.22167,2354,2.0803170204162598
1540817401.368213,2365,2.145432472229004
1540817401.515368,2376,2.0630412101745605
1540817401.661903,2387,2.0166847705841064
1540817401.808521,2398,2.1345937252044678
1540817401.954427,2409,2.073579788208008
1540817402.100154,2420,2.1502137184143066
1540817402.250638,2431,2.0784640312194824
1540817402.401192,2442,2.143411636352539
1540817402.55059,2453,2.147979974746704
1540817402.69754,2464,2.010277509689331
1540817402.84382,2475,2.0739564895629883
1540817402.991561,2486,2.180504083633423
1540817403.139032,2497,2.098005771636963
1540817403.285545,2508,2.1071507930755615
1540817403.433202,2519,2.136103391647339
1540817403.580806,2530,2.1622276306152344
1540817403.732078,2541,2.108076572418213
1540817403.879532,2552,2.1318321228027344
1540817404.025513,2563,2.1185858249664307
1540817404.171801,2574,2.0720906257629395
1540817404.318946,2585,2.0807366371154785
1540817404.465916,2596,2.1314563751220703
1540817404.614448,2607,2.1441361904144287
1540817404.762013,2618,2.104139804840088
1540817404.909317,2629,2.09110689163208
1540817405.056627,2640,2.138988494873047
1540817405.208592,2651,2.1456398963928223
1540817405.354465,2662,2.0750534534454346
1540817405.499636,2673,2.102078676223755
1540817405.646374,2684,2.0498299598693848
1540817405.792563,2695,2.110450029373169
1540817405.93885,2706,2.038910150527954
1540817406.481676,2717,2.1141891479492188
1540817406.807339,2728,2.114398241043091
1540817406.953375,2739,2.1769745349884033
1540817407.098774,2750,2.14497447013855
1540817407.250089,2761,2.0818090438842773
1540817407.395237,2772,2.148015022277832
1540817407.54079,2783,2.0929019451141357
1540817407.687531,2794,2.1773993968963623
1540817407.833276,2805,2.045785427093506
1540817407.979725,2816,2.192410945892334
1540817408.125541,2827,2.154386043548584
1540817408.272997,2838,2.138237714767456
1540817408.420086,2849,2.1498420238494873
1540817408.566747,2860,2.0942599773406982
1540817408.718012,2871,2.0039222240448
1540817408.86474,2882,2.0322301387786865
1540817409.011236,2893,2.1690616607666016
1540817409.157275,2904,2.0413646697998047
1540817409.304165,2915,2.1093664169311523
1540817409.451043,2926,2.138800621032715
1540817409.598758,2937,2.059343099594116
1540817409.745625,2948,2.1474123001098633
1540817409.891812,2959,2.049943685531616
1540817410.040425,2970,2.1309738159179688
1540817410.191566,2981,2.1056416034698486
1540817410.337919,2992,2.1231842041015625
1540817410.606459,3003,2.1343555450439453
1540817410.754353,3014,2.076815605163574
1540817410.903173,3025,2.063361644744873
1540817411.051814,3036,2.13723087310791
1540817411.19945,3047,2.0479984283447266
1540817411.347731,3058,2.0300211906433105
1540817411.498191,3069,2.1028764247894287
1540817411.647223,3080,2.1114747524261475
1540817411.802825,3091,2.127394199371338
1540817411.952127,3102,2.1426620483398438
1540817412.099408,3113,2.105285882949829
1540817412.247875,3124,2.100382089614868
1540817412.394892,3135,2.0398173332214355
1540817412.543708,3146,2.201807975769043
1540817412.690638,3157,2.141014814376831
1540817412.840613,3168,2.0350027084350586
1540817412.988841,3179,2.1200249195098877
1540817413.138043,3190,2.104051113128662
1540817413.29201,3201,2.1272025108337402
1540817413.441377,3212,2.1015889644622803
1540817413.592063,3223,2.1255030632019043
1540817413.74408,3234,2.1085004806518555
1540817413.892488,3245,2.0332632064819336
1540817414.038036,3256,2.0731449127197266
1540817414.18549,3267,2.1292243003845215
1540817414.332396,3278,2.068403720855713
1540817414.479238,3289,2.199143886566162
1540817414.626888,3300,2.1825931072235107
1540817414.779765,3311,2.1412851810455322
1540817414.926796,3322,2.1362266540527344
1540817415.072807,3333,2.1419310569763184
1540817415.219618,3344,2.135925054550171
1540817415.366024,3355,2.0415821075439453
1540817415.511333,3366,2.0679738521575928
1540817415.657493,3377,2.145613431930542
1540817415.803803,3388,2.1012277603149414
1540817416.101814,3399,2.1006357669830322
1540817416.474926,3410,2.157212734222412
1540817416.805157,3421,2.0720584392547607
1540817416.950302,3432,2.1802847385406494
1540817417.096663,3443,2.077955484390259
1540817417.243216,3454,2.1469597816467285
1540817417.389247,3465,2.1004910469055176
1540817417.53452,3476,2.091768980026245
1540817417.680371,3487,1.9646843671798706
1540817417.82566,3498,2.0959465503692627
1540817417.971909,3509,2.146225690841675
1540817418.120566,3520,2.111725330352783
1540817418.271902,3531,1.997802972793579
1540817418.418542,3542,2.033763885498047
1540817418.564738,3553,2.1058459281921387
1540817418.710942,3564,1.9920940399169922
1540817418.857068,3575,2.1142311096191406
1540817419.003737,3586,2.1445794105529785
1540817419.148842,3597,2.1526246070861816
1540817419.2948,3608,2.1495676040649414
1540817419.44139,3619,2.1081037521362305
1540817419.588125,3630,2.081261157989502
1540817419.737666,3641,2.1371383666992188
1540817419.882941,3652,2.0166561603546143
1540817420.028732,3663,2.020918846130371
1540817420.174907,3674,2.1263837814331055
1540817420.321414,3685,2.059401512145996
1540817420.467513,3696,2.1784932613372803
1540817420.612978,3707,2.071984052658081
1540817420.759191,3718,2.0397226810455322
1540817420.90536,3729,2.1199328899383545
1540817421.052968,3740,2.0209462642669678
1540817421.203618,3751,2.1036417484283447
1540817421.348442,3762,2.11165189743042
1540817421.492782,3773,2.0662729740142822
1540817421.637091,3784,2.1064906120300293
1540817421.782487,3795,2.095168352127075
1540817421.928795,3806,2.041140556335449
1540817422.075792,3817,2.126927614212036
1540817422.22317,3828,2.083545684814453
1540817422.371075,3839,2.058805465698242
1540817422.518496,3850,2.084355115890503
