Wall time,Step,Value
1540818447.426094,0,4650.45849609375
1540818447.697411,11,1855.08935546875
1540818447.791925,22,1181.6712646484375
1540818447.885282,33,1066.9793701171875
1540818447.976435,44,800.7379150390625
1540818448.066938,55,772.4019775390625
1540818448.157074,66,605.8964233398438
1540818448.246519,77,621.528564453125
1540818448.336047,88,659.448486328125
1540818448.424323,99,584.2830810546875
1540818448.513325,110,579.2440185546875
1540818448.60547,121,493.1224670410156
1540818448.695004,132,442.289794921875
1540818448.785768,143,458.02935791015625
1540818448.876153,154,434.986083984375
1540818448.965848,165,413.92230224609375
1540818449.055728,176,446.9563903808594
1540818449.145039,187,397.48150634765625
1540818449.236147,198,440.6765441894531
1540818449.324374,209,425.44317626953125
1540818449.412358,220,361.57574462890625
1540818449.504014,231,344.7584533691406
1540818449.592828,242,343.978515625
1540818449.6806,253,374.06219482421875
1540818449.768302,264,309.27203369140625
1540818449.854966,275,329.915283203125
1540818449.943552,286,349.3682861328125
1540818450.032529,297,260.98931884765625
1540818450.12073,308,396.182373046875
1540818450.209311,319,356.94189453125
1540818450.29688,330,285.57647705078125
1540818450.387501,341,325.81201171875
1540818450.477235,352,248.81771850585938
1540818450.566411,363,268.5990905761719
1540818450.654891,374,254.646728515625
1540818450.743189,385,278.1456604003906
1540818450.833027,396,241.24737548828125
1540818450.921157,407,261.42120361328125
1540818451.010005,418,315.03662109375
1540818451.098883,429,260.0094299316406
1540818451.188613,440,228.5962371826172
1540818451.280931,451,249.3626251220703
1540818451.370389,462,174.67010498046875
1540818451.460647,473,236.68504333496094
1540818451.549153,484,227.29885864257812
1540818451.639874,495,257.4576416015625
1540818451.728968,506,261.36126708984375
1540818451.818804,517,208.84100341796875
1540818451.907525,528,212.12509155273438
1540818451.996999,539,250.71202087402344
1540818452.085473,550,168.7615966796875
1540818452.17809,561,233.29026794433594
1540818452.266841,572,225.88035583496094
1540818452.354954,583,206.5196533203125
1540818452.442862,594,219.76177978515625
1540818452.53124,605,184.94683837890625
1540818452.618739,616,157.977783203125
1540818452.707691,627,191.83633422851562
1540818452.796152,638,252.35015869140625
1540818452.884673,649,173.2339324951172
1540818452.972745,660,167.08660888671875
1540818453.064019,671,178.67311096191406
1540818453.151451,682,161.28402709960938
1540818453.239127,693,178.15167236328125
1540818453.327961,704,172.69821166992188
1540818453.415879,715,228.16299438476562
1540818453.504379,726,140.87364196777344
1540818453.592885,737,161.27999877929688
1540818453.681014,748,170.73440551757812
1540818453.769281,759,172.34597778320312
1540818453.856603,770,197.7154083251953
1540818453.947299,781,174.2469024658203
1540818454.034658,792,176.306396484375
1540818454.123134,803,152.30059814453125
1540818454.212305,814,165.40469360351562
1540818454.303857,825,206.3585662841797
1540818454.393604,836,196.1483154296875
1540818454.483686,847,154.0508270263672
1540818454.572825,858,126.01924896240234
1540818454.664905,869,168.79617309570312
1540818454.75323,880,159.61099243164062
1540818454.844176,891,141.82913208007812
1540818454.933474,902,138.3579864501953
1540818455.022102,913,142.37814331054688
1540818455.11067,924,134.54525756835938
1540818455.198858,935,133.397705078125
1540818455.288041,946,129.51051330566406
1540818455.377746,957,176.05941772460938
1540818455.467336,968,114.707763671875
1540818455.555298,979,119.78666687011719
1540818455.644235,990,128.05760192871094
1540818456.190538,1001,110.91184997558594
1540818456.277737,1012,111.84303283691406
1540818456.366528,1023,124.46979522705078
1540818456.454668,1034,127.79812622070312
1540818456.542825,1045,123.29049682617188
1540818456.630448,1056,134.75112915039062
1540818456.719019,1067,133.38941955566406
1540818456.808152,1078,90.95790100097656
1540818456.896377,1089,109.79879760742188
1540818456.984547,1100,124.32774353027344
1540818457.075073,1111,106.03828430175781
1540818457.162849,1122,129.13482666015625
1540818457.251361,1133,95.73499298095703
1540818457.339482,1144,119.30947875976562
1540818457.427007,1155,105.41574096679688
1540818457.514511,1166,96.17034149169922
1540818457.602566,1177,95.85026550292969
1540818457.68985,1188,112.78446960449219
1540818457.777575,1199,113.17434692382812
1540818457.86625,1210,106.63746643066406
1540818457.95641,1221,105.24966430664062
1540818458.045103,1232,102.95194244384766
1540818458.132468,1243,73.28007507324219
1540818458.22028,1254,104.85897827148438
1540818458.308862,1265,112.1278076171875
1540818458.39625,1276,118.40042114257812
1540818458.484122,1287,81.01277160644531
1540818458.571619,1298,103.57701110839844
1540818458.658824,1309,95.71814727783203
1540818458.746584,1320,106.0477294921875
1540818458.836572,1331,65.61361694335938
1540818458.923642,1342,105.25262451171875
1540818459.011657,1353,110.07569885253906
1540818459.100006,1364,90.720703125
1540818459.1876,1375,91.7287826538086
1540818459.275662,1386,86.41116333007812
1540818459.363188,1397,74.16871643066406
1540818459.451297,1408,76.94378662109375
1540818459.539798,1419,119.30479431152344
1540818459.62772,1430,82.9918212890625
1540818459.717808,1441,93.41124725341797
1540818459.804767,1452,95.10607147216797
1540818459.891345,1463,94.972412109375
1540818459.978481,1474,94.7313461303711
1540818460.066039,1485,90.73336791992188
1540818460.152594,1496,98.30972290039062
1540818460.239876,1507,71.03265380859375
1540818460.328417,1518,84.29483032226562
1540818460.416183,1529,85.43821716308594
1540818460.504607,1540,76.79985046386719
1540818460.594398,1551,90.65784454345703
1540818460.681629,1562,91.03144836425781
1540818460.770028,1573,91.19802856445312
1540818460.857729,1584,71.73562622070312
1540818460.945167,1595,92.2884292602539
1540818461.032579,1606,94.12294006347656
1540818461.119632,1617,97.94114685058594
1540818461.207202,1628,92.85313415527344
1540818461.294327,1639,69.0816650390625
1540818461.382204,1650,77.41829681396484
1540818461.472116,1661,73.58120727539062
1540818461.55886,1672,76.72425079345703
1540818461.646432,1683,79.15473175048828
1540818461.733135,1694,76.49140930175781
1540818461.819742,1705,62.56056594848633
1540818461.906813,1716,71.70701599121094
1540818461.993958,1727,70.7308349609375
1540818462.080563,1738,82.50228118896484
1540818462.167576,1749,56.30464553833008
1540818462.254084,1760,70.66756439208984
1540818462.344161,1771,66.4215087890625
1540818462.431269,1782,64.42272186279297
1540818462.51791,1793,68.61871337890625
1540818462.605948,1804,72.76805114746094
1540818462.69311,1815,67.82157135009766
1540818462.779732,1826,63.265098571777344
1540818462.866828,1837,59.560447692871094
1540818462.954707,1848,79.36083984375
1540818463.041852,1859,62.085174560546875
1540818463.129017,1870,58.3314323425293
1540818463.218757,1881,67.40383911132812
1540818463.306339,1892,61.671470642089844
1540818463.393073,1903,68.44751739501953
1540818463.479712,1914,54.423160552978516
1540818463.566637,1925,71.77136993408203
1540818463.653722,1936,64.1915054321289
1540818463.740333,1947,52.05745315551758
1540818463.826958,1958,58.61574935913086
1540818463.914506,1969,59.617332458496094
1540818464.001236,1980,56.70817565917969
1540818464.090946,1991,53.35200881958008
1540818464.282976,2002,72.48480224609375
1540818464.370884,2013,56.529808044433594
1540818464.458236,2024,37.39695739746094
1540818464.546085,2035,56.89080047607422
1540818464.634715,2046,50.86632537841797
1540818464.721504,2057,64.26129150390625
1540818464.808484,2068,42.07557678222656
1540818464.89566,2079,63.17224884033203
1540818464.982951,2090,53.00735092163086
1540818465.07426,2101,56.292724609375
1540818465.162308,2112,42.314483642578125
1540818465.250216,2123,54.726051330566406
1540818465.338862,2134,64.69283294677734
1540818465.42725,2145,47.18274688720703
1540818465.51507,2156,49.394439697265625
1540818465.602821,2167,52.8853759765625
1540818465.68973,2178,46.3184814453125
1540818465.776632,2189,56.010311126708984
1540818465.865451,2200,62.85932159423828
1540818465.95558,2211,55.09815979003906
1540818466.042605,2222,71.2638931274414
1540818466.129588,2233,61.46129608154297
1540818466.216351,2244,55.5118293762207
1540818466.304047,2255,55.51036071777344
1540818466.392629,2266,52.1597900390625
1540818466.479873,2277,45.58888244628906
1540818466.566899,2288,39.09407043457031
1540818466.654421,2299,46.18781661987305
1540818466.741107,2310,44.22584533691406
1540818466.831932,2321,46.067874908447266
1540818466.91952,2332,57.28392028808594
1540818467.009056,2343,50.35932159423828
1540818467.095955,2354,58.397705078125
